,Title,Type,year,actors_info,language,subtitles
3050,Y Viceversa,film,2009,"['Daniel Freire', 'Isabel Gaudí', 'Alberto Vázquez', 'Liz Lobato', 'Raúl Tejón', 'Ginés García Millán']",['Español'],[]
3051,¡No nos gusta Capitán Morcilla! (La Edad Dorada del software español),film,2015,[],['Español'],['Inglés']
3052,¿Me vas a gritar?,short,2018,[],['Español'],['Español']
3053,La casa de verano,film,2018,"['Valeria Bruni-Tedeschi', 'Pierre Arditi', 'Valeria Golino', 'Noémie Lvovsky', 'Yolande Moreau', 'Laurent Stocker']",['Español'],['Español']
3054,El alcalde de Rione Sanità,film,2019,"['Francesco Di Leva', 'Adriano Pantaleo', 'Roberto De Francesco', 'Massimiliano Gallo', 'Daniela Ioia', 'Giuseppe M. Gaudino']",['Catalán'],[]
3055,Formentor: El mar de las palabras,film,2020,[],['Español'],[]
3056,Journey to Utopia,film,2020,[],['Varios'],"['Español', 'Inglés', 'Catalán']"
3057,X & Y,film,2019,"['Trine Dyrholm', 'Mikael Persbrandt', 'Jens Albinus', 'Anna Odell', 'Emmeli Stjärnfeldt', 'Jan Abramson', 'Vera Vitali', 'Shanti Roney', 'Sofie Gråbøl']",['Catalán'],[]
3058,Stieg Larsson: El hombre que jugó con fuego,serie,2019,"['Emil Almén', 'Johan Eriksson', 'Magnus Höqqvist', 'Mattias Königsson']",['Sueco'],['Español']
3059,Pippi y el Señor Sin Sueño,film,2017,[],['Español'],[]
3060,El viaje de Bu,film,2019,[],['Español'],[]
3061,"Coco, el pequeño dragón. Aventuras en la Jungla",film,2019,[],['Español'],[]
3062,Ex,film,2020,"['Diana Kleimenova', 'Kalliopi Tzermani', 'Jorge Benavides', 'Tarek Knorn', 'Zhumeng Miao']",['Inglés'],"['Español', 'Catalán']"
3063,Cargo 200,film,2010,"['Leonid Gromov', 'Yuri Stepanov', 'Agniya Kuznetsova', 'Alexey Poluyan', 'Mikhail Skryabin', 'Aleksey Serebryakov']",['Ruso'],"['Español', 'Inglés']"
3064,Fat Front,film,2019,[],['Varios'],"['Español', 'Catalán']"
3065,Bocca Chiusa,film,2020,[],['Catalán'],"['Español', 'Inglés']"
3066,El tiempo de los monstruos,film,2015,"['Javier Camara', 'Carmen Machi', 'Secun de la Rosa', 'Candela Peña', 'Antonia San Juan', 'Pilar Castro', 'Julián López', 'Pepón Nieto']",['Español'],[]
3067,State Funeral,film,2019,[],['Ruso'],"['Español', 'Catalán']"
3068,Dona,short,2020,"['Rosa Cadafalch', 'Laura de la Isla', 'Pep Pla', 'Carla Miquel', 'Apolònia Serra', 'Miquel Gelabert']",['Catalán'],[]
3069,Photographer of War,film,2019,[],['Danés'],"['Español', 'Catalán']"
3070,El Progreso del Peregrino,film,2019,[],['Español'],['Español']
3071,Normal,film,2019,[],['Italiano'],"['Español', 'Euskera']"
3072,Becket,film,1964,"['Richard Burton', 'John Gielgud', ""Peter O'Toole"", 'Gino Cervi', 'Donald Wolfit', 'David Weston', 'Martita Hunt', 'Pamela Brown']",['Español'],[]
3073,The Temptation of St. Tony,film,2010,"['Taavi Eelmaa', 'Ravshana Kurkova', 'Tiina Tauraite', 'Rain Tolk', 'Katariina Unt']",['Varios'],"['Español', 'Catalán']"
3074,Silvio (y los otros),film,2018,"['Toni Servillo', 'Riccardo Scamarcio', 'Chiara Iezzi', 'Elena Sofia Ricci', 'RIcky Memphis', 'Fabrizio Bentivoglio']",['Español'],['Español']
3075,La caravana del mal,film,2018,"['Denise Richards', 'Mischa Barton', 'Jeff Denton', 'Brian Nagel', 'Greg Violand', 'Matt Mercer']",['Español'],['Español']
3076,Wiñaypacha,film,2017,"['Rosa Nina', 'Vicente Catacora']",['Inglés'],[]
3077,Peter Plan,film,2019,[],['Español'],[]
3078,Juan Marsé habla sobre Juan Marsé,film,2012,[],['Español'],[]
3079,Too Late,film,2015,"['John Hawkes', 'Crystal Reed', 'Natalie Zea', 'Robert Forster']",['Inglés'],"['Español', 'Inglés']"
3080,Reboiras. Acción e corazón.,film,2020,"['Daniel Celester', 'Lidia Veiga', 'Daniel Prieto', 'Carlota Mosquera', 'Sergio Alfonso']",['Gallego'],"['Español', 'Catalán', 'Gallego', 'Inglés', 'Euskera', 'Portugués']"
3081,Camping Life: La ciudad efímera,film,2021,[],['Varios'],"['Español', 'Catalán']"
3082,No Box for Me. An Intersex Story,film,2020,[],['Francés'],['Español']
3083,Después de las ocho,film,2020,[],['Español'],[]
3084,The Trouble with Nature,film,2020,"['Antony Langdon', 'Nathalia Acevedo', 'Andrew Jeffers', 'Ian Burns', 'Ulrik Wivel']",['Inglés'],['Español']
3085,Escaparate de Sueños,film,2021,[],['Español'],"['Español', 'Inglés']"
3086,Las sinsombrero 3. Las exiliadas,film,2021,[],['Español'],[]
3087,Queens of Orango,film,2020,[],"['Varios', 'Español']",['Español']
3088,Paco Loco: viva el noise,film,2020,[],['Español'],['Inglés']
3089,Un asunto de familia,film,2018,"['Lily Franky', 'Sakura Andô', 'Kirin Kiki', 'Mayu Matsuoka', 'Jyo Kairi', 'Miyu Sasaki']",['Español'],['Español']
3090,Hereditary,film,2018,"['Toni Collette', 'Gabriel Byrne', 'Ann Dowd', 'Alex Wolff', 'Milly Shapiro']",['Español'],['Español']
3091,Nina Wu,film,2019,"['Wu Ke-Xi', 'SUNG Yu-hua', 'HSIA Yu-chiao', 'SHIH Ming-shuai']",['Mandarín'],['Español']
3092,Traces of Sin,film,2016,"['Satoshi Tsumabuki', 'Hikari Mitsushima', 'Yui Ichikawa', 'Keisuke Koide', 'Asami Usuda', 'Tomoya Nakamura', 'Wakana Matsumoto']",['Japonés'],['Español']
3093,Perdidos en el Pacífico,film,2015,"['Garret Dillahunt', 'Tom Felton', 'Jake Abel', 'Nadia Parra']",['Español'],['Español']
3094,La extraña. Notas sobre el (auto) exilio,film,2018,"['Gabriela Duyos', 'Marcelo Viñar']",['Español'],[]
3095,Cambio de papeles,film,2008,"['Sophie Marceau', 'Dany Boon', 'Roland Giraud', 'Antoine Duléry', 'Juliette Arnaud', 'Anny Duperey', 'Barbara Schulz']",['Español'],[]
3096,Concursante,film,2006,"['Leonardo Sbaraglia', 'Chete Lera', 'Miryam Gallego', 'Fernando Cayo', 'Myriam De Maeztu', 'Luis Zahera']",['Español'],[]
3097,La sombra,film,2015,[],['Español'],[]
3098,Territory of Love,film,2018,"['Deborah François', 'Paul Hamy', 'Réginal Kudiwu', 'Vincent Perez', 'Daniel Martín', 'Christiane Millet']",['Francés'],['Español']
3099,To Live to Sing,film,2019,"['Zhao Xiaoli', 'Gan Guidan', 'Yan Xihu', 'Li Tangrong']",['Chino'],"['Español', 'Catalán']"
3100,"Soñar, vivir, crear y otras historias de Malasaña",film,2020,[],['Español'],"['Español', 'Inglés']"
3101,Perro come Perro,film,2008,"['Marlon Moreno', 'Óscar Borda', 'Álvaro Rodríguez', 'Blas Jaramillo', 'Andres Toro', 'Julian Caicedo', 'Hansel Camacho']",['Español'],[]
3102,Alma gitana,film,1995,"['Amara Carmona', 'Pedro Alonso', 'Peret ', 'Rafael Álvarez']",['Español'],[]
3103,Maria's Paradise,film,2019,"['Pihla Viitala', 'Tommi Korpela', 'Kimi Vilkkula', 'Juha-Pekka Mikkola', 'Asko Sarkola']",['Finés'],['Español']
3104,Garbo. El espía,film,2009,"['Rupert Allason', 'José Antonio Escoriza', 'Aline Griffith', 'Juan Kreisler']",['Inglés'],"['Español', 'Catalán', 'Inglés']"
3105,El jugador,film,2011,"['Brian Presley', 'Kurt Russell', 'Melanie Lynskey', 'Marc Blucas', 'Christine Lahti', 'Sarah Wright', 'Sianoa Smit-McPhee', 'Drew Powell', 'Kevin Covais', 'James Duval', 'Steve Turner', 'Ella Anderson', 'Bryan Price', 'Kristoffer Ryan Winters']","['Catalán', 'Español', 'Inglés']","['Español', 'Catalán']"
3106,Fuego Cruzado,film,2009,"['Kippei Shîna', 'Gary Oldman', 'Kyoko Hasegawa', 'Misa Shimizu', 'Dirk Hunter', 'Akira Emoto', 'Shigemitsu Ogi', 'Takeo Nakahara', 'Ryôsei Tayama', 'Takumi Bando']","['Varios', 'Catalán', 'Español']","['Español', 'Catalán']"
3107,Electric City,film,2012,"['Tom Hanks', 'Paul Scheer', 'Chad L. Coleman', 'Jason Antoon', 'Joshua Feldman', 'Daniel Franzese', 'Ginnifer Goodwin', 'Joey Kern', 'Chris Parnell', 'Holland Taylor']","['Catalán', 'Español', 'Inglés']","['Español', 'Catalán']"
3108,El infierno de Malone,film,2009,"['Thomas Jane', 'Ving Rhames', 'Elsa Pataky', 'French Stewart', 'Doug Hutchison', 'William Abadie', 'Gregory Harrison', 'Eileen Ryan', 'Chris Yen']","['Catalán', 'Español', 'Inglés']","['Español', 'Catalán']"
3109,Hounds of Love,film,2017,"['Emma Booth', 'Ashleigh Cummings', 'Stephen Curry', 'Susie Porter', 'Damian de Montemas']",['Inglés'],['Español']
3110,Ayka,film,2018,"['Samal Yeslyamova', 'Zhipara Abdilaeva', 'Sergey Mazur', 'David Alaverdyan', 'Andrey Kolyadov']",['Varios'],['Español']
3111,Ana y el Apocalipsis,film,2017,"['Ella Hunt', 'Malcolm Cumming', 'Sarah Swire', 'Christopher Leveaux', 'Marli Siu', 'Ben Wiggins', 'Mark Benton']",['Español'],['Español']
3112,Autosuficientes,film,2016,[],['Español'],[]
3113,Hard Labor,film,2011,"['Helena Albergaria', 'Marat Descartes', 'Naloana Lima', 'Gilda Nomacce', 'Marina Flores', 'Lilian Blanc']",['Portugués'],['Español']
3114,Aswang,film,2019,[],['Tagalo'],['Español']
3115,S.W.A.T,film,2019,"['Ling Xiaosu', 'Jerry Jia', 'Chen Yin', 'Zhang Yunlong', 'Junxiao Liu']",['Español'],['Español']
3116,Sergi y Irina,short,2021,"['Teresa Ferrer', 'Adrián Salzedo']",['Español'],[]
3117,Slumber. El demonio del sueño,film,2017,"['Maggie Q', 'Sam Troughton']",['Español'],['Español']
3118,God Bless America,film,2011,"['Joel Murray', 'Tara Lynne Barr', 'Melinda Page Hamilton', 'Maddie Hasson']",['Español'],[]
3119,El hombre de la isla de Man,film,1929,"['Carl Brisson', 'Malcolm Keen', 'Anny Ondra', 'Randle Ayrton', 'Clare Greet', 'Wilfred Shine', 'Nellie Richards', 'Harry Terry', 'Kim Peacock']",['Inglés'],[]
3120,Buffalo Soldiers,film,2001,"['Joaquin Phoenix', 'Ed Harris', 'Scott Glenn', 'Anna Paquin', 'Elizabeth McGovern', 'Michael Peña', 'Dean Stockwell', 'Idris Elba']",['Español'],['Español']
3121,Vamp,film,1986,"['Chris Makepeace', 'Sandy Baron', 'Robert Rusler', 'Dedee Pfeiffer', 'Gedde Watanabe', 'Grace Jones', 'Billy Drago', 'Greg Lewis']",['Español'],[]
3122,Salomón y la Reina de Saba,film,1959,"['Yul Brynner', 'Gina Lollobrigida', 'George Sanders', 'Marisa Pavan', 'José Nieto', 'David Farrar', 'John Crawford', 'Jean Anderson', 'Alejandro Rey']",['Español'],[]
3123,María Solinha,film,2020,"['Grial Montes', 'Laura Míguez', 'Santi Prego', 'Mabel Rivera', 'Antonio Durán ""Morris""', 'Mela Casal', 'Alfonso Agra', 'Fran Lareu', 'Fernando González']",['Gallego'],['Español']
3124,Penitenciaría,film,1979,"[""Wilbur 'Hi-Fi' White"", 'Leon Isaac Kennedy', 'Thomas M. Pollard', 'Hazel Spears', 'Donovan Womack', ""Floyd 'Wildcat' Chatman"", 'Gloria Delaney', 'Badja Djola']",['Español'],[]
3125,Más allá de las líneas enemigas,film,1986,"['David Carradine', 'Charles R. Floyd', 'Mako', 'Steve James', 'Phil Brock', 'Daniel Demorest', 'Tony Pierce', 'Steve Freedman']",['Español'],[]
3126,El semental,film,1978,"['Joan Collins', 'Oliver Tobias', 'Sue Lloyd', 'Mark Burns', 'Doug Fisher', 'Walter Gotell', 'Tony Allyn', 'Emma Jacobs', 'Peter Lukas', 'Natalie Ogle', 'Constantine Gregory', 'Sarah Lawson']",['Español'],[]
3127,Giant Little Ones,film,2018,"['Josh Wiggins', 'Darren Mann', 'Taylor  Hickson', 'Maria Bello', 'Kyle MacLachlan', 'Niamh Wilson', 'Hailey Kittle']",['Español'],['Español']
3128,Greener Grass,film,2019,"['Jocelyn DeBoer', 'Mary Holland', 'Dawn Luebbe', 'Beck Bennett', 'Neil Casey']",['Catalán'],[]
3129,A la sombra de Kennedy,film,2016,"['Woody Harrelson', 'Bill Pullman', 'Michael Stahl-David', 'Jennifer Jason Leigh', 'Richard Jenkins', 'Jeffrey Donovan']",['Español'],['Español']
3130,The Power of Music,film,2017,"['Joe Purdy', 'Amber Rubarth', 'Krisha Fairchild', 'David Fine', 'Bruce Beatty', 'Elizabeth Dennehy', 'Emma Thatcher']",['Inglés'],['Español']
3131,El Arte de Frío,film,2020,"['Felipe Almendros', 'Laura Almendros', 'Victoria Picazzo', 'Alex Cuba', 'Abelarda ']",['Español'],[]
3132,Visión nocturna,film,2019,[],['Español'],[]
3133,Canción para cuando las luces se apagan,film,2017,"['Emelyn Fischer', 'Julia Lemmertz']",['Portugués'],['Español']
3134,Wintergast,film,2016,[],['Alemán'],['Español']
3135,El infierno y tal,short,2019,"['Marian Gotor', 'Pilar Ponce', 'Justo Lozano']",['Español'],[]
3136,Hacker,film,2019,"['Rumle Kærså', 'Josephine Højbjerg', 'Signe Egholm Olsen', 'Esben Dalgaard Andersen', 'Mille Dinesen', 'Janus Nabil Bakrawi']",['Danés'],['Español']
3137,La cama,film,2018,"['Alejo Mango', 'Sandra Sandrini']",['Español'],[]
3138,Sofia,film,2018,"['Maha Alemi', 'Lubna Azabal', 'Sarah Perles', 'Faouzi Bensaïdi', 'Hamza Khafif', 'Nadia Niazi']",['Varios'],[]
3139,Gintama,film,2017,"['Masami Nagasawa', 'Shun Oguri', 'Masaki Okada', 'Yuya Yagira', 'Masaki Suda']",['Español'],['Español']
3140,Take Me Somewhere Nice,film,2019,"['Sara Luna Zoric', 'Lazar Dragojevic', 'Ernad Prnjavorac', 'Sanja Buric']",['Bosnio'],"['Español', 'Inglés']"
3141,Minutes,film,2017,"['Laura Coover', 'Bud Galloway', 'Dustin Hahn']",['Inglés'],['Español']
3142,Aleksi,film,2018,"['Tihana Lazovic', 'Goran Markovic', 'Leon Lucev', 'Sebastian Cavazza', 'Jason Mann']",['Croata'],['Español']
3143,Transcarpathians,film,2019,[],['Varios'],['Español']
3144,The Road to Mandalay,film,2016,"['Kai Ko', 'Wu Ke-Xi']",['Varios'],['Español']
3145,Restoring Dignity,film,2020,[],['Inglés'],[]
3146,Boliviana,film,2015,[],['Español'],['Inglés']
3147,Halloween II (H2),film,2009,"['Sheri Moon Zombie', 'Malcolm McDowell', 'Octavia Spencer', 'Tyler Mane', 'Chase Wright Vanek', 'Scout Taylor-Compton', 'Dayton Callie']",['Español'],['Español']
3148,The Great Maiden's Blush,film,2016,"['Renee Lyons', 'Miriama McDowell', 'K.C. Kelly', 'Carl Drake', 'Ian Lesa', 'Barnie Duncan']",['Inglés'],['Español']
3149,Macbeth (Un hombre frente al rey),film,1971,"['Francesca Annis', 'John Stride', 'Jon Finch', 'Martin Shaw', 'Stephan Chase', 'Paul Shelley', 'Sydney Bromley', 'Richard Pearson']",['Español'],[]
3150,Fishbone,film,2018,"['Saida Benzal', 'Alejandro Tous', 'Manuel De Blas', 'Isa Feliu', 'Morgan Blasco', 'Anthony Misiano']",['Español'],"['Catalán', 'Inglés']"
3151,Nuestra canción de amor,film,2011,"['Renée Zellweger', 'Forest Whitaker', 'Elias Koteas', 'Nick Nolte']",['Español'],[]
3152,3 minutos,film,2014,[],['Español'],[]
3153,La noche de todas las cosas,short,2015,"['Joana Lleonart Castellano', 'Manuel Subirats', 'Raquel Caba']",['Varios'],[]
3154,El emperador descalzo,film,2020,"['Peter Van den Begin', 'Lucie Debay', 'Udo Kier', 'Geraldine Chaplin', 'Bruno Georis', 'Titus De Voogdt']",['Varios'],['Español']
3155,Stars by the Pound,film,2019,"['Laure Duchene', 'Angèle Metzger', 'Pauline Serieys', 'Zoé De Tarlé', 'Philippe Rebbot']",['Francés'],['Español']
3156,Dark was the night,film,2014,"['Kevin Durand', 'Lukas Haas', 'Bianca Kajlich', 'Nick Damici', 'Heath Freeman']",['Español'],[]
3157,Gauguin,film,2017,"['Vincent Cassel', 'Tuheï Adams', 'Malik Zidi', 'Pua-Taï  Hikutini']",['Español'],['Español']
3158,Sintiendo a Piazzolla,film,2019,['Lito Cruz'],['Español'],[]
3159,Little Accidents,film,2014,"['Elizabeth Banks', 'Boyd Holbrook', 'Chloë Sevigny', 'Jacob Lofland', 'Alexia Rasmussen', 'Randy Springer']",['Inglés'],['Español']
3160,War,film,2002,"['Aleksey Chadov', 'Ian Kelly', 'Ingeborga Dapkunaite', 'Sergei Bodrov Jr.', 'Evklid Kyurdzidis', 'Giorgi Gurgulia']",['Ruso'],['Español']
3161,Lunas de Hiel,film,1992,"['Peter Coyote', 'Emmanuelle Seigner', 'Hugh Grant', 'Kristin Scott Thomas']",['Español'],['Español']
3162,Ferrotipos,short,2020,"['Susana Abaitua', 'Alba Flores', 'Adolfo Fernandez']",['Español'],['Inglés']
3163,La Historia de Polaroid,film,2018,[],['Varios'],['Español']
3164,(A)Normal,short,2021,"['Edu Ferrés', 'Víctor Viruta', 'Rubén Frías', 'Miguel Pancorbo']",['Español'],[]
3165,Skin Trade: Tráfico humano,film,2015,"['Dolph Lundgren', 'Tony Jaa', 'Michael Jai White', 'Ron Perlman', 'Celina Jade', 'Peter Weller']",['Español'],[]
3166,Vulnerables,film,2012,"['Paula Echevarría', 'Joaquín Perles', 'Pablo Vega', 'Mara Blanco', 'Álvaro Daguerre']",['Español'],[]
3167,El viento nos llevará,film,1999,"['Behzad Dourani', 'Noghre Asadi', 'Roushan Karam Elmi', 'Bahman Ghobadi', 'Shahpour Ghobadi', 'Reihan Heidari', 'Masood Mansouri', 'Ali Reza Naderi', 'Frangis Rahsepar', 'Masoameh Salimi', 'Farzad Sohrabi', 'Lida Soltani']",['Varios'],['Español']
3168,El sabor de las cerezas,film,1997,"['Homayoun Ershadi', 'Abdolrahman Bagheri', 'Afshin Khorshid Bakhtiari', 'Safar Ali Moradi', 'Mir Hossein Noori', 'Ahmad Ansari', 'Elham Imani']",['Persa'],['Español']
3169,Ca Nostra,short,2019,"['Lluís Marqués', 'Aura Foguet', 'Jesús Caballero']",['Catalán'],"['Español', 'Inglés', 'Francés']"
3170,A este lado de la carretera,film,2021,[],['Español'],['Español']
3171,La Cima de Coderch. Un sueño incumplido,short,2019,[],['Español'],[]
3172,Devil Gates,film,2017,"['Amanda Schull', 'Shawn Ashmore', 'Milo Ventimiglia', 'Bridget Regan', 'Jonathan Frakes', 'Sarah Constible']",['Español'],[]
3173,La Comulgante,short,2019,"['Andrea Fandos', 'Josean Bengoetxea', 'Francesc Garrido', 'Itziar Aizpuru', 'Mónica Callejo']",['Español'],[]
3174,Tres Caras,film,2018,"['Behnaz Jafari', 'Jafar Panahi', 'Marziyeh Rezaei']",['Español'],['Español']
3175,Demasiado para Gálvez,film,1981,"['Teddy Bautista', 'Isabel Mestres', 'Manuel De Blas', 'Miguel Rellán', 'Fernando Hilbeck', 'Germán Cobos', 'Marisa Tejada']",['Español'],[]
3176,l’Amatore,film,2016,['Giulia Lazzarini'],['Italiano'],"['Español', 'Catalán', 'Inglés']"
3177,The Limehouse Golem,film,2016,"['Bill Nighy', 'Olivia Cooke', 'Eddie Marsan', 'Douglas Booth', 'Maria Valverde', 'Sam Reid', 'Daniel Mays']",['Español'],['Español']
3178,Il Varco,film,2019,[],['Varios'],"['Español', 'Catalán', 'Inglés']"
3179,Les Perseides,film,2019,"['Nora Sala-Patau', 'Eduard Buch', 'Marta Tremps', 'Carmela Poch']",['Catalán'],['Español']
3180,Metamorphosis (2018),film,2018,[],['Inglés'],['Español']
3181,Zona árida,film,2019,[],['Inglés'],"['Español', 'Catalán', 'Inglés']"
3182,Women of the Weeping River,film,2016,"['Laila Ulao', 'Sharifa Pearlsia Ali-Dans', 'Taha Daranda']",['Varios'],['Español']
3183,El escándalo de Larry Flynt,film,1996,"['Woody Harrelson', 'Edward Norton', 'Courtney Love', 'Brett Harrelson', 'James Cromwell']",['Español'],['Español']
3184,McQueen,film,2018,[],['Español'],['Español']
3185,A Bread Factory - Parte Uno,film,2018,"['Nana Visitor', 'James Marsters', 'Tyne Daly', 'Amy Carlson', 'Jessica Pimentel', ""Glynnis O'Connor"", 'Janeane Garofalo']",['Inglés'],"['Español', 'Inglés']"
3186,A Bread Factory - Parte Dos,film,2018,"['Nana Visitor', 'James Marsters', 'Tyne Daly', 'Amy Carlson', 'Jessica Pimentel', ""Glynnis O'Connor"", 'Janeane Garofalo']",['Inglés'],"['Español', 'Inglés']"
3187,El dolor de otros,film,2015,"['Trevor St. John', 'Wendy Moniz', 'Rachel Dratch', 'Jessica Pimentel', 'Gabriel Rush']",['Inglés'],['Español']
3188,Mi perro es un detective,film,2018,"['Neal Genys', 'Jon Lovitz', 'Eddie Mills', 'Lexi Giovagnoli', 'Celesta Hodge']",['Español'],[]
3189,Andy y las demás,short,2021,"['Alba Brunet', 'Raquel Ferri', 'Betsy Túrnez', 'Alejo Levis', 'Sara Diego', 'Charlie Pee', 'Llum Barrera']",['Español'],[]
3190,Un día más con vida,film,2017,"['Miroslaw Haniszewski', 'Tomasz Zietek', 'Olga Boladz', 'Rafal Fudalej', 'Kerry Shale']",['Español'],['Español']
3191,Gracias por el chocolate,film,2000,"['Isabelle Huppert', 'Jacques Dutronc', 'Anna Mouglalis', 'Rodolphe Pauly', 'Brigitte Catillon', 'Michel Robin', 'Mathieu Simonet']",['Español'],[]
3192,No va más,film,1997,"['Isabelle Huppert', 'Michel Serrault', 'François Cluzet', 'Jean-francois Balmer', 'Jackie Berroyer', 'Jean Benguigui', 'Mony Dalmès', 'Thomas Chabrol', 'Greg Germain', 'Nathalie Kousnetzoff', 'Pierre Martot']",['Francés'],['Español']
3193,Mantra: Sounds into Silence,film,2017,[],['Inglés'],['Español']
3194,Los 50 son los nuevos 30,film,2016,"['Valerie Lemercier', 'Denis Podalydès', 'Patrick Timsit', 'Philippe Laudenbach', 'Helene Vincent']",['Español'],['Español']
3195,Apaga la luz y verás,film,2019,[],['Español'],[]
3196,Señora Panadera,short,2020,"['Eva Isanta', 'Manu Baqueiro', 'Daniel Freire', 'Celia Vioque', 'Antonio Rincón-Cano']",['Español'],[]
3197,Bienvenidos a La Ricarda,short,2021,[],['Original'],[]
3198,Vacation!,film,2011,"['Trieste Kelly Dunn', 'Lydia Hyslop', 'Maggie Ross', 'Melodie Sisk', 'Melodie SiskMichael Abbott Jr']",['Inglés'],['Español']
3199,Burden,film,2016,"['Marina Abramovic', 'Frank Gehry']",['Inglés'],['Español']
3200,El candidato,film,2017,"['Diego De Paula', 'Matías Singer', 'Ana Katz', 'Cesar Troncoso', 'Alan Sabbagh', 'Fernando Amaral']",['Español'],[]
3201,Al despertar el día,film,1939,"['Jean Gabin', 'Jules Berry', 'Arletty', 'Mady Berry', 'René Génin']",['Español'],[]
3202,"Samba, un nombre borrado",film,2017,[],['Varios'],"['Español', 'Inglés']"
3203,La Búsqueda (2018),film,2018,[],['Español'],"['Francés', 'Inglés']"
3204,Igual eres el asesino,film,2018,"['Alyson Hannigan', 'Fran Kranz', 'Brittany S. Hall', 'Jenna Harvey', 'Bryan Price']",['Español'],['Español']
3205,La Pointe-Courte,film,1955,"['Philippe Noiret', 'Silvia Monfort', 'Marcel Jouet', 'Albert Lubrano']",['Francés'],['Español']
3206,"Una canta, la otra no",film,1977,"['Thérèse Liotard', 'Valérie Mairesse', 'Robert Dadiès', 'Mona Mairesse', 'Francis Lemaire', 'François Courbin', 'Ali Rafie']",['Francés'],['Español']
3207,Kung Fu Master,film,1988,"['Jane Birkin', 'Mathieu Demy', 'Charlotte Gainsbourg', 'Lou Doillin']",['Francés'],['Español']
